chat_id,username,first_name,datetime,message_id,reply_to_message_id,message_type,message
819525545,,,2026-02-26T19:55:34+00:00,79,78,agent,.
819525545,muhdashe,MUHD,2026-02-26T19:56:42+00:00,80,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T20:39:14+00:00,83,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T20:40:02+00:00,84,,user,.
819525545,muhdashe,MUHD,2026-02-26T20:40:02+00:00,85,84,agent,.
819525545,,,2026-02-26T20:40:02+00:00,85,84,agent,.
819525545,muhdashe,MUHD,2026-02-26T20:40:03+00:00,86,,user,.
819525545,muhdashe,MUHD,2026-02-26T20:40:04+00:00,87,,agent,.
819525545,,,2026-02-26T20:40:04+00:00,87,86,agent,.
819525545,muhdashe,MUHD,2026-02-26T20:41:29+00:00,88,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T20:44:04+00:00,90,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T20:48:21+00:00,91,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T20:48:34+00:00,92,,user,.
819525545,muhdashe,MUHD,2026-02-26T20:48:35+00:00,93,92,agent,.
819525545,,,2026-02-26T20:48:35+00:00,93,92,agent,.
819525545,muhdashe,MUHD,2026-02-26T21:00:21+00:00,94,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T21:00:45+00:00,95,,user,.
819525545,muhdashe,MUHD,2026-02-26T21:00:46+00:00,96,95,agent,.
819525545,,,2026-02-26T21:00:46+00:00,96,95,agent,.
819525545,muhdashe,MUHD,2026-02-26T21:07:40+00:00,97,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T22:03:54+00:00,98,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T22:15:26+00:00,99,,user,@xwchat_parrot_bot hi
819525545,muhdashe,MUHD,2026-02-26T22:15:27+00:00,100,99,agent,@xwchat_parrot_bot hi
819525545,,,2026-02-26T22:15:27+00:00,100,99,agent,@xwchat_parrot_bot hi
819525545,muhdashe,MUHD,2026-02-26T22:27:12+00:00,101,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T22:27:48+00:00,102,,user,.
819525545,,,2026-02-26T22:27:49+00:00,103,102,agent,.
819525545,muhdashe,MUHD,2026-02-26T23:22:08+00:00,128,,agent,Parrot is ready 🦜
-5256347627,,,2026-02-26T23:22:08+00:00,129,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T23:23:46+00:00,130,,agent,Parrot is ready 🦜
-5256347627,,,2026-02-26T23:23:46+00:00,131,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T23:24:03+00:00,133,,user,dfs
819525545,,,2026-02-26T23:24:04+00:00,134,133,agent,dfs
-5256347627,muhdashe,MUHD,2026-02-26T23:24:13+00:00,135,,user,hi
-5256347627,,,2026-02-26T23:24:13+00:00,136,135,agent,hi
819525545,muhdashe,MUHD,2026-02-26T23:32:43+00:00,137,,agent,Parrot is ready 🦜
-5256347627,,,2026-02-26T23:32:43+00:00,138,,agent,Parrot is ready 🦜
819525545,muhdashe,MUHD,2026-02-26T23:32:59+00:00,139,,agent,Parrot is ready 🦜
-5256347627,,,2026-02-26T23:32:59+00:00,140,,agent,Parrot is ready 🦜
-5256347627,muhdashe,MUHD,2026-02-26T23:34:08+00:00,142,,user,hi
-5256347627,,,2026-02-26T23:34:09+00:00,143,142,agent,hi
819525545,muhdashe,MUHD,2026-02-28T03:59:38+00:00,146,,user,/weather jeddah
819525545,,,2026-02-28T03:59:40+00:00,147,146,agent,"🌤 Weather for Jeddah, SA
Condition: Clear
Temperature: 19.8 °C
Humidity: 64 %
Wind: 10.8 km/h (direction 15°)
Pressure: 1010.8 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:00:03+00:00,148,,user,/weather Riyadh
819525545,,,2026-02-28T04:00:09+00:00,149,148,agent,"🌤 Weather for Riyadh, SA
Condition: Partly cloudy
Temperature: 15.8 °C
Humidity: 31 %
Wind: 4.8 km/h (direction 347°)
Pressure: 1011.1 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:00:43+00:00,150,,user,/weather minsk
819525545,,,2026-02-28T04:00:44+00:00,151,150,agent,"🌤 Weather for Minsk, BY
Condition: Overcast
Temperature: -0.7 °C
Humidity: 87 %
Wind: 10.4 km/h (direction 196°)
Pressure: 1024.1 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:00:57+00:00,152,,user,/weather mars
819525545,,,2026-02-28T04:00:59+00:00,153,152,agent,"🌤 Weather for Mars, US
Condition: Clear
Temperature: 5.0 °C
Humidity: 61 %
Wind: 9.7 km/h (direction 176°)
Pressure: 1014.7 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:01:16+00:00,154,,user,/weather dskjnfjksd
819525545,,,2026-02-28T04:01:18+00:00,155,154,agent,"No location found for ""dskjnfjksd"". Try another city name."
819525545,muhdashe,MUHD,2026-02-28T04:03:09+00:00,157,,user,/weather dskjnfjksd
819525545,muhdashe,MUHD,2026-02-28T04:03:17+00:00,158,,user,/weather dskjnfjksd
819525545,,,2026-02-28T04:03:19+00:00,159,158,agent,"No location found for ""dskjnfjksd"". Try another city name."
819525545,muhdashe,MUHD,2026-02-28T04:04:32+00:00,160,,user,/weather dskjnfjksd
819525545,muhdashe,MUHD,2026-02-28T04:04:41+00:00,161,,user,/weather dskjnfjksd
819525545,,,2026-02-28T04:04:43+00:00,162,161,agent,"No location found for ""dskjnfjksd"". Try another city name."
819525545,muhdashe,MUHD,2026-02-28T04:05:10+00:00,163,,user,/weather dskjnfjksd
819525545,,,2026-02-28T04:05:11+00:00,164,163,agent,"No location found for ""dskjnfjksd"". Try another city name."
819525545,muhdashe,MUHD,2026-02-28T04:05:38+00:00,165,,user,/weather moscow
819525545,,,2026-02-28T04:05:41+00:00,166,165,agent,❌ Error executing command: XWBotCommand.observe_api_agent.<locals>.handler() got an unexpected keyword argument 'args'
819525545,muhdashe,MUHD,2026-02-28T04:05:53+00:00,167,,user,/weather moscow
819525545,,,2026-02-28T04:05:53+00:00,168,167,agent,❌ Error executing command: XWBotCommand.observe_api_agent.<locals>.handler() got an unexpected keyword argument 'args'
819525545,muhdashe,MUHD,2026-02-28T04:06:56+00:00,170,,user,/weather jeddah
819525545,,,2026-02-28T04:06:57+00:00,171,170,agent,"🌤 Weather for Jeddah, SA
Condition: Clear
Temperature: 19.8 °C
Humidity: 64 %
Wind: 11.1 km/h (direction 13°)
Pressure: 1010.9 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:13:54+00:00,172,,user,/weather jeddah
819525545,muhdashe,MUHD,2026-02-28T04:14:07+00:00,173,,user,/weather jeddah
819525545,muhdashe,MUHD,2026-02-28T04:20:46+00:00,174,173,user,/weather jeddah
819525545,muhdashe,MUHD,2026-02-28T04:21:26+00:00,176,,user,/weather jeddah
819525545,muhdashe,MUHD,2026-02-28T04:21:52+00:00,177,,user,/weather jeddah
819525545,,,2026-02-28T04:21:54+00:00,178,177,agent,"🌤 Weather for Jeddah, SA
Condition: Clear
Temperature: 20.0 °C
Humidity: 63 %
Wind: 11.4 km/h (direction 11°)
Pressure: 1011.1 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:23:11+00:00,179,,user,/help
819525545,,,2026-02-28T04:23:12+00:00,180,179,agent,"🤖 *parrot - Available Commands*


*General Commands:*
• `/repeat`
  _In:_ string (str)
• `/weather`
  _In:_ city (str)

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T04:25:07+00:00,182,,user,/help
819525545,,,2026-02-28T04:25:07+00:00,183,182,agent,"🤖 *parrot - Available Commands*


*General Commands:*
• `/repeat`
  _In:_ string (str)
• `/weather`
  _In:_ city (str)

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T04:25:14+00:00,184,,user,/weather jeddah
819525545,,,2026-02-28T04:25:15+00:00,185,184,agent,"🌤 Weather for Jeddah, SA
Condition: Clear
Temperature: 20.0 °C
Humidity: 63 %
Wind: 11.4 km/h (direction 11°)
Pressure: 1011.1 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:25:38+00:00,186,,user,/help
819525545,,,2026-02-28T04:25:39+00:00,187,186,agent,"🤖 *parrot - Available Commands*


*PARROT Commands:*
• `/repeat`
  _Summary:_ Echo back the rest of the message
  _Description:_ Echoes everything after /repeat.
  _In:_ message (Any), context (Any) [optional], text (str) [optional]
  _Out:_ str
• `/weather`
  _Summary:_ Get weather for a city
  _Description:_ Returns current weather via Open-Meteo. Input: city name.
  _In:_ city (str), message (Any) [optional], context (Any) [optional]
  _Out:_ str

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T04:26:01+00:00,188,,user,/weather jeddah
819525545,muhdashe,MUHD,2026-02-28T04:31:43+00:00,190,,user,/help
819525545,,,2026-02-28T04:31:44+00:00,191,190,agent,"🤖 *parrot - Available Commands*


*PARROT Commands:*
• `/repeat`
  _Summary:_ Echo back the rest of the message
  _Description:_ Echoes everything after /repeat.
  _In:_ message (Any), context (Any) [optional], text (str) [optional]
  _Out:_ str
• `/weather`
  _Summary:_ Get weather for a city
  _Description:_ Returns current weather via Open-Meteo. Input: city name.
  _In:_ city (str), message (Any) [optional], context (Any) [optional]
  _Out:_ str

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T04:31:48+00:00,192,,user,/weather jeddah
819525545,,,2026-02-28T04:31:50+00:00,193,192,agent,"🌤 Weather for Jeddah, SA
Condition: Clear
Temperature: 20.3 °C
Humidity: 62 %
Wind: 11.7 km/h (direction 11°)
Pressure: 1011.2 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T04:32:45+00:00,197,,user,/help
819525545,,,2026-02-28T04:32:46+00:00,198,197,agent,"🤖 *parrot - Available Commands*


*General Commands:*
• `/repeat`
  _In:_ repeat (str)
• `/weather`
  _In:_ city (str)

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T04:32:57+00:00,199,,user,/weather jeddah
819525545,,,2026-02-28T04:32:59+00:00,200,199,agent,"🌤 Weather for Jeddah, SA
Condition: Clear
Temperature: 20.3 °C
Humidity: 62 %
Wind: 11.7 km/h (direction 11°)
Pressure: 1011.2 hPa
Precipitation: 0.0 mm"
819525545,muhdashe,MUHD,2026-02-28T16:22:32+00:00,1,,user,/start
819525545,,,2026-02-28T16:22:33+00:00,2,1,agent,"🤖 *karizma_assistant - Available Commands*


*KARIZMA_ASSISTANT Commands:*
• `/echo`
  _Summary:_ Echo back your message
  _Description:_ Echoes everything after /echo.
  _In:_ message (Any), context (Any) [optional], text (str) [optional]
  _Out:_ str

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T16:22:41+00:00,3,,user,/help
819525545,,,2026-02-28T16:22:42+00:00,4,3,agent,"🤖 *karizma_assistant - Available Commands*


*KARIZMA_ASSISTANT Commands:*
• `/echo`
  _Summary:_ Echo back your message
  _Description:_ Echoes everything after /echo.
  _In:_ message (Any), context (Any) [optional], text (str) [optional]
  _Out:_ str

*Use `/help` to see this message again.*"
819525545,muhdashe,MUHD,2026-02-28T16:23:57+00:00,5,,user,/echo hi
819525545,,,2026-02-28T16:23:58+00:00,6,5,agent,hi
819525545,muhdashe,MUHD,2026-02-28T16:24:00+00:00,7,,user,hi
819525545,,,2026-02-28T16:24:01+00:00,8,7,agent,❌ Unknown command: /hi. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T16:29:42+00:00,9,,user,.
819525545,,,2026-02-28T16:29:42+00:00,10,9,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T16:29:46+00:00,11,,user,/help
819525545,muhdashe,MUHD,2026-02-28T16:29:58+00:00,12,,user,.
819525545,,,2026-02-28T16:29:59+00:00,13,12,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T16:30:01+00:00,14,,user,/help
819525545,muhdashe,MUHD,2026-02-28T16:30:05+00:00,15,,user,/echo hi
819525545,,,2026-02-28T16:30:05+00:00,16,15,agent,hi
819525545,muhdashe,MUHD,2026-02-28T17:44:18+00:00,21,,user,.
819525545,,,2026-02-28T17:44:19+00:00,22,21,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T17:44:21+00:00,23,,user,/help
819525545,muhdashe,MUHD,2026-02-28T17:46:59+00:00,24,,user,/help
819525545,muhdashe,MUHD,2026-02-28T17:47:06+00:00,25,,user,.
819525545,,,2026-02-28T17:47:06+00:00,26,25,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T17:47:16+00:00,27,,user,.
819525545,,,2026-02-28T17:47:17+00:00,28,27,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T17:48:20+00:00,30,,user,.
819525545,,,2026-02-28T17:48:21+00:00,31,30,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T17:48:30+00:00,32,,user,/help
819525545,muhdashe,MUHD,2026-02-28T17:48:44+00:00,33,,user,/repeat .
819525545,,,2026-02-28T17:48:45+00:00,34,33,agent,❌ Unknown command: /repeat. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T18:49:38+00:00,35,,user,.
819525545,,,2026-02-28T18:49:39+00:00,36,35,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-02-28T18:49:42+00:00,37,,user,/help
819525545,,,2026-02-28T18:49:42+00:00,38,37,agent,"🤖 karizmaassistant - Available Commands</b>


<b>KARIZMAASSISTANT Commands:
• /echo
  Summary: Echo back your message
  Description: Echoes everything after /echo.
  In: message (Any), context (Any) [optional], text (str) [optional]
  Out: str

Use /help to see this message again."
819525545,muhdashe,MUHD,2026-03-01T02:28:00+00:00,39,,user,.
819525545,,,2026-03-01T02:28:01+00:00,40,39,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-03-01T02:28:04+00:00,41,,user,/help
819525545,muhdashe,MUHD,2026-03-01T02:28:29+00:00,42,,user,/profile 777777
819525545,,,2026-03-01T02:28:29+00:00,43,42,agent,❌ Access denied. Required roles: scout
819525545,muhdashe,MUHD,2026-03-01T02:30:00+00:00,44,,user,/send
819525545,,,2026-03-01T02:30:01+00:00,45,44,agent,❌ Unknown command: /send. Use /help for available commands.
819525545,muhdashe,MUHD,2026-03-01T02:30:14+00:00,46,,user,/help
819525545,muhdashe,MUHD,2026-03-01T02:31:18+00:00,47,,user,/help
819525545,muhdashe,MUHD,2026-03-01T02:34:11+00:00,49,,user,/help
819525545,,,2026-03-01T02:34:12+00:00,50,49,agent,"🤖 karizma_assistant - Available Commands


LMAM Commands:
• /cont_send [scout, management]
  Summary: Send contract to broadcaster
  Description: Send a contract invitation to a broadcaster with full validation including profile checks, trial link validation, and telegram username verification
  In: session (Session), sshortid (str), bshortid (str), btriallink (str), btelegram (str), usrtelegramusrid (str), usrtelegram_cmd (str)
  Out: str
• /profile [scout]
  Summary: Get broadcaster profile summary
  Description: Get detailed profile summary including contract eligibility analysis for a broadcaster by short ID
  In: session (Session), short_id (str)
  Out: str
• /rep_broad_day_u [management, owner]
  Summary: Update daily broadcasters reports
  Description: Request, download and update daily reports for active broadcasters. Processes multiple dates concurrently and updates Google Sheets
  In: session (Session), startdate (str), enddate (str), report_wait (str)
  Out: str
• /rep_broad_mon_u [management, owner]
  Summary: Update monthly broadcasters report
  Description: Request, download and update monthly report for active broadcasters. Automatically updates Google Sheets with report data
  In: session (Session), year_month (str)
  Out: str
• /rep_broad_request [management, owner]
  Summary: Request broadcasters report
  Description: Request a report generation task for active broadcasters within a date range. Returns task ID for tracking report generation status
  In: session (Session), datefrom (str), dateto (str)
  Out: str
• /revive [admin, owner]
  Summary: Revive authentication configurations
  Description: Reload all authentication configurations from local path or xwstorage. This reloads auth configs.
  In: basepath (Optional) [optional], usestorage (bool) [optional]
  Out: dict
• /scout_add [management, owner]
  Summary: Add scout
  Description: Add a scout to the system by short ID. Updates both SCOUTS sheet and USERS sheet with scout information
  In: session (Session), shortid (str), telegramusername (str)
  Out: str
• /scout_remove [management, owner]
  Summary: Remove scout
  Description: Remove a scout from the system by short ID. Updates SCOUTS sheet and reloads users list
  In: session (Session), short_id (str)
  Out: str

*Use /help to see this message again.*"
819525545,muhdashe,MUHD,2026-03-01T02:34:31+00:00,51,,user,/profile 777777
819525545,muhdashe,MUHD,2026-03-01T02:34:41+00:00,52,,user,.
819525545,muhdashe,MUHD,2026-03-01T02:34:52+00:00,53,,user,/help
819525545,,,2026-03-01T02:34:53+00:00,54,53,agent,"🤖 karizma_assistant - Available Commands


LMAM Commands:
• /cont_send [scout, management]
  Summary: Send contract to broadcaster
  Description: Send a contract invitation to a broadcaster with full validation including profile checks, trial link validation, and telegram username verification
  In: session (Session), sshortid (str), bshortid (str), btriallink (str), btelegram (str), usrtelegramusrid (str), usrtelegram_cmd (str)
  Out: str
• /profile [scout]
  Summary: Get broadcaster profile summary
  Description: Get detailed profile summary including contract eligibility analysis for a broadcaster by short ID
  In: session (Session), short_id (str)
  Out: str
• /rep_broad_day_u [management, owner]
  Summary: Update daily broadcasters reports
  Description: Request, download and update daily reports for active broadcasters. Processes multiple dates concurrently and updates Google Sheets
  In: session (Session), startdate (str), enddate (str), report_wait (str)
  Out: str
• /rep_broad_mon_u [management, owner]
  Summary: Update monthly broadcasters report
  Description: Request, download and update monthly report for active broadcasters. Automatically updates Google Sheets with report data
  In: session (Session), year_month (str)
  Out: str
• /rep_broad_request [management, owner]
  Summary: Request broadcasters report
  Description: Request a report generation task for active broadcasters within a date range. Returns task ID for tracking report generation status
  In: session (Session), datefrom (str), dateto (str)
  Out: str
• /revive [admin, owner]
  Summary: Revive authentication configurations
  Description: Reload all authentication configurations from local path or xwstorage. This reloads auth configs.
  In: basepath (Optional) [optional], usestorage (bool) [optional]
  Out: dict
• /scout_add [management, owner]
  Summary: Add scout
  Description: Add a scout to the system by short ID. Updates both SCOUTS sheet and USERS sheet with scout information
  In: session (Session), shortid (str), telegramusername (str)
  Out: str
• /scout_remove [management, owner]
  Summary: Remove scout
  Description: Remove a scout from the system by short ID. Updates SCOUTS sheet and reloads users list
  In: session (Session), short_id (str)
  Out: str

*Use /help to see this message again.*"
819525545,muhdashe,MUHD,2026-03-01T02:34:59+00:00,55,,user,.
819525545,muhdashe,MUHD,2026-03-01T02:39:52+00:00,56,,user,.
819525545,muhdashe,MUHD,2026-03-01T02:40:09+00:00,57,,user,/help
819525545,,,2026-03-01T02:40:10+00:00,58,57,agent,"🤖 karizma_assistant - Available Commands


LMAM Commands:
• /cont_send [scout, management]
  Summary: Send contract to broadcaster
  Description: Send a contract invitation to a broadcaster with full validation including profile checks, trial link validation, and telegram username verification
  In: session (Session), sshortid (str), bshortid (str), btriallink (str), btelegram (str), usrtelegramusrid (str), usrtelegram_cmd (str)
  Out: str
• /profile [scout]
  Summary: Get broadcaster profile summary
  Description: Get detailed profile summary including contract eligibility analysis for a broadcaster by short ID
  In: session (Session), short_id (str)
  Out: str
• /rep_broad_day_u [management, owner]
  Summary: Update daily broadcasters reports
  Description: Request, download and update daily reports for active broadcasters. Processes multiple dates concurrently and updates Google Sheets
  In: session (Session), startdate (str), enddate (str), report_wait (str)
  Out: str
• /rep_broad_mon_u [management, owner]
  Summary: Update monthly broadcasters report
  Description: Request, download and update monthly report for active broadcasters. Automatically updates Google Sheets with report data
  In: session (Session), year_month (str)
  Out: str
• /rep_broad_request [management, owner]
  Summary: Request broadcasters report
  Description: Request a report generation task for active broadcasters within a date range. Returns task ID for tracking report generation status
  In: session (Session), datefrom (str), dateto (str)
  Out: str
• /revive [admin, owner]
  Summary: Revive authentication configurations
  Description: Reload all authentication configurations from local path or xwstorage. This reloads auth configs.
  In: basepath (Optional) [optional], usestorage (bool) [optional]
  Out: dict
• /scout_add [management, owner]
  Summary: Add scout
  Description: Add a scout to the system by short ID. Updates both SCOUTS sheet and USERS sheet with scout information
  In: session (Session), shortid (str), telegramusername (str)
  Out: str
• /scout_remove [management, owner]
  Summary: Remove scout
  Description: Remove a scout from the system by short ID. Updates SCOUTS sheet and reloads users list
  In: session (Session), short_id (str)
  Out: str

*Use /help to see this message again.*"
819525545,muhdashe,MUHD,2026-03-01T02:43:34+00:00,59,,user,/help
819525545,,,2026-03-01T02:43:36+00:00,60,59,agent,"🤖 karizma_assistant - Available Commands


LMAM Commands:
• /cont_send [scout, management]
  Summary: Send contract to broadcaster
  Description: Send a contract invitation to a broadcaster with full validation including profile checks, trial link validation, and telegram username verification
  In: session (Session), sshortid (str), bshortid (str), btriallink (str), btelegram (str), usrtelegramusrid (str), usrtelegram_cmd (str)
  Out: str
• /profile [scout]
  Summary: Get broadcaster profile summary
  Description: Get detailed profile summary including contract eligibility analysis for a broadcaster by short ID
  In: session (Session), short_id (str)
  Out: str
• /rep_broad_day_u [management, owner]
  Summary: Update daily broadcasters reports
  Description: Request, download and update daily reports for active broadcasters. Processes multiple dates concurrently and updates Google Sheets
  In: session (Session), startdate (str), enddate (str), report_wait (str)
  Out: str
• /rep_broad_mon_u [management, owner]
  Summary: Update monthly broadcasters report
  Description: Request, download and update monthly report for active broadcasters. Automatically updates Google Sheets with report data
  In: session (Session), year_month (str)
  Out: str
• /rep_broad_request [management, owner]
  Summary: Request broadcasters report
  Description: Request a report generation task for active broadcasters within a date range. Returns task ID for tracking report generation status
  In: session (Session), datefrom (str), dateto (str)
  Out: str
• /revive [admin, owner]
  Summary: Revive authentication configurations
  Description: Reload all authentication configurations from local path or xwstorage. This reloads auth configs.
  In: basepath (Optional) [optional], usestorage (bool) [optional]
  Out: dict
• /scout_add [management, owner]
  Summary: Add scout
  Description: Add a scout to the system by short ID. Updates both SCOUTS sheet and USERS sheet with scout information
  In: session (Session), shortid (str), telegramusername (str)
  Out: str
• /scout_remove [management, owner]
  Summary: Remove scout
  Description: Remove a scout from the system by short ID. Updates SCOUTS sheet and reloads users list
  In: session (Session), short_id (str)
  Out: str

*Use /help to see this message again.*"
819525545,muhdashe,MUHD,2026-03-01T02:43:45+00:00,61,,user,.
819525545,,,2026-03-01T02:43:46+00:00,62,61,agent,❌ Unknown command: /.. Use /help for available commands.
819525545,muhdashe,MUHD,2026-03-01T02:43:52+00:00,63,,user,/revive
819525545,,,2026-03-01T02:43:53+00:00,64,63,agent,"❌ Access denied. Required roles: admin, owner"
819525545,muhdashe,MUHD,2026-03-01T02:59:30+00:00,65,,user,/status
819525545,,,2026-03-01T02:59:31+00:00,66,65,agent,"📋 Status
❌ Authentication: No auth provider configured
❌ Storage: No storage provider configured
❌ Live.me: No authenticated session"
819525545,muhdashe,MUHD,2026-03-01T02:59:39+00:00,67,,user,/help
